game_id,season,team_name,golie_name,timeOnIce,assists,goals_for,pim,saves,shots,goals_against,savePercentage,powerPlaySaves,powerPlayShotsAgainst,powerPlaySavePercentage,outcome
2013021148,20132014,Blackhawks,Corey Crawford,3900,0,0,0,25,27,2,92.5925925925926,2,2,100.0,W
2012020362,20122013,Wild,Niklas Backstrom,3900,0,0,0,24,25,1,96.0,1,2,50.0,W
2012020362,20122013,Predators,Pekka Rinne,3900,0,0,2,28,29,1,96.551724137931,6,7,85.71428571428571,L
2013020529,20132014,Predators,Carter Hutton,2031,0,0,0,10,14,4,71.4285714285714,0,1,0.0,L
2013020529,20132014,Predators,Marek Mazanec,1433,0,0,0,19,19,0,100.0,3,3,100.0,
2013020529,20132014,Lightning,Anders Lindback,3600,0,0,0,28,30,2,93.3333333333333,6,7,85.71428571428571,W
2012020119,20122013,Penguins,Tomas Vokoun,3600,0,0,0,21,24,3,87.5,4,5,80.0,W
2012020119,20122013,Capitals,Braden Holtby,3596,0,0,0,20,26,6,76.9230769230769,1,3,33.3333333333333,L
2012020683,20122013,Islanders,Evgeni Nabokov,3900,0,0,0,29,32,3,90.625,0,0,,L
2012020683,20122013,Hurricanes,Dan Ellis,3900,0,0,0,36,39,3,92.30769230769229,0,0,,W
2013020925,20132014,Red Wings,Jimmy Howard,3563,0,0,0,25,29,4,86.20689655172409,3,4,75.0,L
2013020925,20132014,Devils,Martin Brodeur,3600,0,0,0,20,23,3,86.9565217391304,6,8,75.0,W
2013020008,20132014,Devils,Cory Schneider,3600,0,0,0,18,21,3,85.71428571428571,0,0,,L
2013020008,20132014,Penguins,Marc-Andre Fleury,3600,0,0,0,27,27,0,100.0,0,0,,W
2013020423,20132014,Stars,Kari Lehtonen,3858,0,0,0,21,24,3,87.5,3,4,75.0,L
2013020423,20132014,Maple Leafs,Jonathan Bernier,3858,0,0,0,48,50,2,96.0,8,9,88.88888888888891,W
2013020168,20132014,Ducks,Frederik Andersen,3600,0,0,0,18,21,3,85.71428571428571,1,1,100.0,W
2013020168,20132014,Blue Jackets,Sergei Bobrovsky,3513,0,0,0,28,32,4,87.5,12,13,92.30769230769229,L
2013020591,20132014,Rangers,Henrik Lundqvist,3600,0,0,0,37,40,3,92.5,2,3,66.6666666666667,W
2013020591,20132014,Lightning,Anders Lindback,3503,0,0,0,25,29,4,86.20689655172409,1,4,25.0,L
2013020148,20132014,Coyotes,Thomas Greiss,2359,0,0,0,20,22,2,90.9090909090909,7,7,100.0,L
2013020148,20132014,Coyotes,Mike Smith,1200,0,0,0,11,15,4,73.3333333333333,2,3,66.6666666666667,
2013020148,20132014,Kings,Jonathan Quick,3600,0,0,0,24,28,4,85.71428571428571,4,5,80.0,W
2013020438,20132014,Penguins,Marc-Andre Fleury,3585,0,0,0,18,21,3,85.71428571428571,5,5,100.0,L
2013020438,20132014,Bruins,Tuukka Rask,3584,0,0,0,28,30,2,93.3333333333333,7,9,77.7777777777778,W
2012020665,20122013,Flyers,Steve Mason,3600,0,0,0,26,29,3,89.65517241379308,3,3,100.0,W
2012020665,20122013,Hurricanes,Justin Peters,3485,0,0,0,33,38,5,86.8421052631579,3,3,100.0,L
2012020274,20122013,Ducks,Viktor Fasth,3510,0,0,0,20,24,4,83.3333333333333,0,1,0.0,L
2012020274,20122013,Kings,Jonathan Quick,3599,0,0,0,24,26,2,92.30769230769229,5,6,83.3333333333333,W
2013020460,20132014,Devils,Martin Brodeur,3512,0,0,0,18,23,5,78.2608695652174,3,3,100.0,L
2013020460,20132014,Blue Jackets,Curtis McElhinney,3600,0,0,0,30,34,4,88.2352941176471,4,4,100.0,W
2013020005,20132014,Sabres,Ryan Miller,3530,0,0,0,32,34,2,94.11764705882351,6,6,100.0,L
2013020005,20132014,Red Wings,Jimmy Howard,3600,0,0,0,19,20,1,95.0,7,7,100.0,W
2013020524,20132014,Coyotes,Mike Smith,3900,0,0,0,26,27,1,96.29629629629629,2,2,100.0,L
2013020524,20132014,Maple Leafs,James Reimer,3900,0,0,0,34,35,1,97.1428571428571,2,2,100.0,W
2012020173,20122013,Hurricanes,Cam Ward,3600,0,0,0,24,28,4,85.71428571428571,3,7,42.8571428571429,W
2012020173,20122013,Islanders,Rick DiPietro,3568,0,0,0,25,30,5,83.3333333333333,5,5,100.0,L
2012020646,20122013,Lightning,Ben Bishop,3585,0,0,0,32,35,3,91.42857142857142,6,7,85.71428571428571,L
2012020646,20122013,Canadiens,Carey Price,3587,0,0,0,32,34,2,94.11764705882351,1,2,50.0,W
2013020730,20132014,Panthers,Tim Thomas,3543,0,0,0,36,39,3,92.30769230769229,9,9,100.0,L
2013020730,20132014,Hurricanes,Anton Khudobin,3600,0,0,0,37,39,2,94.8717948717949,8,8,100.0,W
2012020720,20122013,Sharks,Antti Niemi,3520,0,0,0,24,27,3,88.88888888888891,2,2,100.0,L
2012020720,20122013,Kings,Jonathan Quick,3596,0,0,0,23,25,2,92.0,0,0,,W
2013020108,20132014,Blues,Brian Elliott,3896,0,0,0,26,29,3,89.65517241379308,2,2,100.0,L
2013020108,20132014,Jets,Ondrej Pavelec,3900,0,0,0,29,32,3,90.625,3,3,100.0,W
2013020826,20132014,Sabres,Jhonas Enroth,1200,0,0,0,10,12,2,83.3333333333333,1,1,100.0,
2013020826,20132014,Sabres,Ryan Miller,2400,0,0,0,22,27,5,81.48148148148151,3,5,60.0,L
2013020826,20132014,Avalanche,Semyon Varlamov,3587,1,0,0,27,28,1,96.42857142857142,9,10,90.0,W
2012020095,20122013,Penguins,Tomas Vokoun,3600,0,0,0,28,28,0,100.0,5,5,100.0,W
2012020095,20122013,Rangers,Henrik Lundqvist,3600,0,0,0,26,29,3,89.65517241379308,9,10,90.0,L
2013020866,20132014,Blue Jackets,Sergei Bobrovsky,3749,0,0,0,18,20,2,90.0,5,5,100.0,L
2013020866,20132014,Kings,Jonathan Quick,3753,0,0,0,24,25,1,96.0,2,3,66.6666666666667,W
2012020582,20122013,Flyers,Steve Mason,3578,0,0,0,28,31,3,90.32258064516131,0,0,,L
2012020582,20122013,Islanders,Evgeni Nabokov,3600,0,0,0,26,27,1,96.29629629629629,1,1,100.0,W
2013020134,20132014,Predators,Pekka Rinne,3561,0,0,0,27,28,1,96.42857142857142,4,4,100.0,L
2013020134,20132014,Wild,Josh Harding,3600,0,0,0,16,16,0,100.0,0,0,,W
2012020688,20122013,Kings,Jonathan Bernier,3561,0,0,0,23,25,2,92.0,3,3,100.0,L
2012020688,20122013,Wild,Niklas Backstrom,3600,0,0,0,22,23,1,95.6521739130435,0,0,,W
2013020152,20132014,Sabres,Jhonas Enroth,3600,0,0,0,44,45,1,97.7777777777778,2,2,100.0,W
2013020152,20132014,Panthers,Jacob Markstrom,3529,0,0,0,18,20,2,90.0,3,3,100.0,L
2013020671,20132014,Hurricanes,Anton Khudobin,3600,0,0,0,21,24,3,87.5,2,3,66.6666666666667,L
2013020671,20132014,Blue Jackets,Sergei Bobrovsky,3600,0,0,0,36,36,0,100.0,4,4,100.0,W
2013020022,20132014,Senators,Craig Anderson,3900,0,0,0,38,42,4,90.4761904761905,7,9,77.7777777777778,L
2013020022,20132014,Maple Leafs,James Reimer,1856,0,0,0,17,21,4,80.9523809523809,1,1,100.0,
2013020022,20132014,Maple Leafs,Jonathan Bernier,2044,0,0,0,15,15,0,100.0,0,0,,W
2013021074,20132014,Kings,Jonathan Quick,3600,0,0,0,30,32,2,93.75,4,4,100.0,W
2013021074,20132014,Flyers,Ray Emery,3529,0,0,0,38,41,3,92.6829268292683,3,3,100.0,L
2012020238,20122013,Panthers,Scott Clemmensen,3563,0,0,0,32,34,2,94.11764705882351,3,3,100.0,W
2012020238,20122013,Flyers,Ilya Bryzgalov,1906,0,0,0,11,15,4,73.3333333333333,1,2,50.0,L
2012020238,20122013,Flyers,Brian Boucher,1694,0,0,0,10,11,1,90.9090909090909,1,1,100.0,
2012020591,20122013,Bruins,Anton Khudobin,3600,0,0,0,24,28,4,85.71428571428571,8,8,100.0,W
2012020591,20122013,Devils,Martin Brodeur,3427,0,0,0,13,18,5,72.2222222222222,1,2,50.0,L
2013020687,20132014,Devils,Cory Schneider,3865,0,0,0,23,25,2,92.0,7,8,87.5,L
2013020687,20132014,Maple Leafs,Jonathan Bernier,3900,0,0,0,36,38,2,94.7368421052632,6,7,85.71428571428571,W
2012020036,20122013,Maple Leafs,James Reimer,3600,0,0,0,28,30,2,93.3333333333333,7,8,87.5,W
2012020036,20122013,Penguins,Marc-Andre Fleury,3572,0,0,0,19,24,5,79.1666666666667,7,8,87.5,L
2013020291,20132014,Panthers,Tim Thomas,3517,0,0,0,17,20,3,85.0,6,7,85.71428571428571,L
2013020291,20132014,Wild,Josh Harding,3600,0,0,0,22,24,2,91.6666666666667,4,4,100.0,W
2013021077,20132014,Jets,Al Montoya,3487,0,0,0,25,27,2,92.5925925925926,4,6,66.6666666666667,L
2013021077,20132014,Stars,Kari Lehtonen,3600,0,0,0,32,33,1,96.969696969697,2,3,66.6666666666667,W
2013020958,20132014,Coyotes,Mike Smith,3514,0,0,0,30,33,3,90.9090909090909,5,6,83.3333333333333,L
2013020958,20132014,Capitals,Jaroslav Halak,3600,0,0,0,31,33,2,93.9393939393939,7,8,87.5,W
2013021220,20132014,Ducks,Frederik Andersen,3888,0,0,0,27,30,3,90.0,5,5,100.0,W
2013021220,20132014,Kings,Jonathan Quick,3866,0,0,0,21,24,3,87.5,5,5,100.0,L
2013020731,20132014,Ducks,Frederik Andersen,3589,0,0,0,34,36,2,94.44444444444441,4,5,80.0,W
2013020731,20132014,Blues,Brian Elliott,3527,0,0,0,18,21,3,85.71428571428571,0,1,0.0,L
2012020644,20122013,Islanders,Evgeni Nabokov,3600,0,0,2,18,21,3,85.71428571428571,2,4,50.0,W
2012020644,20122013,Maple Leafs,James Reimer,3541,0,0,0,33,38,5,86.8421052631579,2,3,66.6666666666667,L
2012020071,20122013,Wild,Niklas Backstrom,3736,0,0,0,29,34,5,85.2941176470588,4,4,100.0,L
2012020071,20122013,Blues,Brian Elliott,3720,0,0,0,12,16,4,75.0,0,2,0.0,W
2013020337,20132014,Canadiens,Peter Budaj,3600,0,0,2,25,27,2,92.5925925925926,3,4,75.0,W
2013020337,20132014,Capitals,Michal Neuvirth,3508,0,0,0,28,31,3,90.32258064516131,9,10,90.0,L
2013020431,20132014,Avalanche,Semyon Varlamov,3525,0,0,0,20,28,8,71.4285714285714,7,10,70.0,L
2013020431,20132014,Oilers,Devan Dubnyk,3598,0,0,0,33,35,2,94.2857142857143,6,6,100.0,W
2012020565,20122013,Rangers,Henrik Lundqvist,3600,0,0,0,48,49,1,97.95918367346941,5,5,100.0,W
2012020565,20122013,Hurricanes,Dan Ellis,2360,0,0,0,27,30,3,90.0,8,10,80.0,L
2012020565,20122013,Hurricanes,Justin Peters,1110,0,0,0,8,8,0,100.0,6,6,100.0,
2012020040,20122013,Islanders,Evgeni Nabokov,3600,0,0,0,39,43,4,90.6976744186046,10,10,100.0,W
2012020040,20122013,Maple Leafs,James Reimer,839,0,0,0,7,8,1,87.5,1,1,100.0,
2012020040,20122013,Maple Leafs,Ben Scrivens,2675,0,0,0,20,25,5,80.0,1,2,50.0,L
2013020120,20132014,Red Wings,Jimmy Howard,3515,0,0,0,28,32,4,87.5,7,7,100.0,L
2013020120,20132014,Coyotes,Mike Smith,3600,0,1,0,31,33,2,93.9393939393939,5,5,100.0,W
2013020869,20132014,Panthers,Tim Thomas,1476,0,0,0,10,14,4,71.4285714285714,0,0,,L
2013020869,20132014,Panthers,Scott Clemmensen,2124,0,0,0,17,18,1,94.44444444444441,3,4,75.0,
2013020869,20132014,Hurricanes,Anton Khudobin,3600,0,0,0,34,35,1,97.1428571428571,5,5,100.0,W
2013020322,20132014,Wild,Josh Harding,3600,0,0,0,34,37,3,91.8918918918919,0,1,0.0,W
2013020322,20132014,Senators,Craig Anderson,3549,0,0,0,21,25,4,84.0,4,5,80.0,L
2013020871,20132014,Blue Jackets,Sergei Bobrovsky,3488,0,0,0,44,47,3,93.6170212765958,9,9,100.0,L
2013020871,20132014,Sharks,Antti Niemi,3600,0,0,0,19,21,2,90.4761904761905,7,7,100.0,W
2013020427,20132014,Jets,Ondrej Pavelec,3600,0,0,0,21,26,5,80.76923076923079,2,2,100.0,L
2013020427,20132014,Panthers,Tim Thomas,3579,0,0,0,29,31,2,93.54838709677419,1,1,100.0,W
2013020588,20132014,Blues,Brian Elliott,3889,0,0,0,28,30,2,93.3333333333333,8,9,88.88888888888891,W
2013020588,20132014,Stars,Kari Lehtonen,3889,0,0,0,19,22,3,86.3636363636364,1,3,33.3333333333333,L
2012020421,20122013,Predators,Pekka Rinne,3445,0,0,0,18,21,3,85.71428571428571,2,3,66.6666666666667,L
2012020421,20122013,Oilers,Devan Dubnyk,3600,0,0,0,29,31,2,93.54838709677419,2,3,66.6666666666667,W
2012020094,20122013,Islanders,Evgeni Nabokov,3721,1,0,2,28,32,4,87.5,9,9,100.0,W
2012020094,20122013,Devils,Martin Brodeur,3721,0,0,0,30,35,5,85.71428571428571,11,14,78.5714285714286,L
2013020754,20132014,Canucks,Roberto Luongo,3597,0,0,0,28,29,1,96.551724137931,7,7,100.0,W
2013020754,20132014,Oilers,Ben Scrivens,3530,0,0,0,25,27,2,92.5925925925926,6,6,100.0,L
2012020418,20122013,Bruins,Tuukka Rask,3572,0,0,0,16,18,2,88.88888888888891,0,0,,L
2012020418,20122013,Penguins,Tomas Vokoun,3600,0,0,0,31,32,1,96.875,5,5,100.0,W
2013020740,20132014,Flyers,Ray Emery,3900,0,0,0,40,43,3,93.0232558139535,9,11,81.8181818181818,L
2013020740,20132014,Islanders,Anders Nilsson,3874,0,0,0,26,29,3,89.65517241379308,7,7,100.0,W
2013020141,20132014,Rangers,Cam Talbot,3540,0,0,0,25,27,2,92.5925925925926,8,8,100.0,L
2013020141,20132014,Flyers,Steve Mason,3600,0,0,0,30,31,1,96.77419354838709,1,1,100.0,W
2013020630,20132014,Senators,Craig Anderson,3658,0,0,0,26,29,3,89.65517241379308,5,5,100.0,W
2013020630,20132014,Canadiens,Carey Price,3656,0,0,0,30,34,4,88.2352941176471,4,5,80.0,L
2013020394,20132014,Maple Leafs,Jonathan Bernier,3471,0,0,0,35,39,4,89.74358974358981,5,6,83.3333333333333,L
2013020394,20132014,Canadiens,Carey Price,3600,1,0,0,34,36,2,94.44444444444441,5,5,100.0,W
2013020161,20132014,Jets,Ondrej Pavelec,3889,0,0,0,35,36,1,97.2222222222222,2,2,100.0,W
2013020161,20132014,Stars,Kari Lehtonen,3897,0,0,0,37,38,1,97.36842105263159,3,3,100.0,L
2013020640,20132014,Sharks,Alex Stalock,3900,0,0,0,33,35,2,94.2857142857143,0,0,,W
2013020640,20132014,Blackhawks,Corey Crawford,3900,0,0,0,40,42,2,95.23809523809521,4,4,100.0,L
2013020683,20132014,Red Wings,Jimmy Howard,3586,0,0,0,44,45,1,97.7777777777778,3,4,75.0,W
2013020683,20132014,Kings,Jonathan Quick,3455,0,0,0,23,26,3,88.46153846153851,8,8,100.0,L
2012020619,20122013,Flames,Joey MacDonald,3589,0,0,0,28,29,1,96.551724137931,4,4,100.0,W
2012020619,20122013,Oilers,Nikolai Khabibulin,3600,0,0,0,34,38,4,89.4736842105263,10,11,90.9090909090909,L
2012020484,20122013,Sabres,Ryan Miller,3557,0,0,0,23,25,2,92.0,7,8,87.5,L
2012020484,20122013,Lightning,Mathieu Garon,3598,0,0,0,13,14,1,92.8571428571429,2,2,100.0,W
2013020147,20132014,Capitals,Braden Holtby,3600,0,0,0,30,31,1,96.77419354838709,7,7,100.0,W
2013020147,20132014,Oilers,Devan Dubnyk,3587,0,0,0,22,26,4,84.6153846153846,2,2,100.0,L
2013020602,20132014,Islanders,Evgeni Nabokov,3600,0,0,0,35,38,3,92.10526315789471,4,5,80.0,W
2013020602,20132014,Bruins,Tuukka Rask,3599,0,0,2,26,31,5,83.8709677419355,6,10,60.0,L
2013020736,20132014,Bruins,Tuukka Rask,3900,0,0,0,35,37,2,94.5945945945946,4,4,100.0,L
2013020736,20132014,Blackhawks,Corey Crawford,3897,0,0,0,34,36,2,94.44444444444441,4,4,100.0,W
2012020243,20122013,Bruins,Tuukka Rask,3600,0,0,0,24,26,2,92.30769230769229,3,3,100.0,W
2012020243,20122013,Lightning,Anders Lindback,3512,0,0,0,22,26,4,84.6153846153846,0,0,,L
2012020233,20122013,Kings,Jonathan Quick,3600,0,0,0,23,24,1,95.8333333333333,4,5,80.0,W
2012020233,20122013,Oilers,Nikolai Khabibulin,3568,0,0,0,35,37,2,94.5945945945946,2,2,100.0,L
2013021050,20132014,Ducks,Frederik Andersen,3525,0,0,0,25,28,3,89.2857142857143,2,3,66.6666666666667,L
2013021050,20132014,Sharks,Antti Niemi,3600,0,0,0,16,18,2,88.88888888888891,3,4,75.0,W
2013020261,20132014,Canucks,Eddie Lack,3547,0,0,0,20,22,2,90.9090909090909,1,1,100.0,L
2013020261,20132014,Ducks,Frederik Andersen,3600,0,0,0,35,36,1,97.2222222222222,7,7,100.0,W
2013021090,20132014,Flyers,Steve Mason,3526,0,0,0,26,29,3,89.65517241379308,1,1,100.0,L
2013021090,20132014,Rangers,Henrik Lundqvist,3600,0,0,0,30,31,1,96.77419354838709,6,6,100.0,W
2013020072,20132014,Stars,Dan Ellis,3596,0,0,0,31,36,5,86.11111111111109,6,8,75.0,L
2013020072,20132014,Wild,Josh Harding,3600,0,0,0,18,19,1,94.7368421052632,4,5,80.0,W
2013020347,20132014,Stars,Dan Ellis,861,0,0,0,6,7,1,85.71428571428571,0,0,,
2013020347,20132014,Stars,Kari Lehtonen,2733,0,0,0,13,18,5,72.2222222222222,1,2,50.0,L
2013020347,20132014,Blues,Brian Elliott,3597,0,0,0,34,35,1,97.1428571428571,4,4,100.0,W
2013020199,20132014,Blackhawks,Corey Crawford,3600,0,0,0,26,27,1,96.29629629629629,1,1,100.0,W
2013020199,20132014,Jets,Ondrej Pavelec,1549,0,0,0,10,14,4,71.4285714285714,1,1,100.0,L
2013020199,20132014,Jets,Al Montoya,2051,0,0,0,10,11,1,90.9090909090909,0,0,,
2012020463,20122013,Avalanche,Jean-Sebastien Giguere,2123,0,0,0,15,16,1,93.75,5,5,100.0,
2012020463,20122013,Avalanche,Semyon Varlamov,1477,0,0,0,11,15,4,73.3333333333333,3,4,75.0,L
2012020463,20122013,Stars,Kari Lehtonen,3600,0,0,0,33,35,2,94.2857142857143,4,5,80.0,W
2013020892,20132014,Capitals,Braden Holtby,3577,0,0,2,30,34,4,88.2352941176471,10,11,90.9090909090909,W
2013020892,20132014,Panthers,Tim Thomas,3542,0,0,0,27,32,5,84.375,6,8,75.0,L
2013021182,20132014,Hurricanes,Cam Ward,3600,0,0,0,32,36,4,88.88888888888891,2,4,50.0,L
2013021182,20132014,Rangers,Henrik Lundqvist,3600,0,0,0,27,28,1,96.42857142857142,0,0,,W
2013020599,20132014,Penguins,Marc-Andre Fleury,3580,0,0,0,28,30,2,93.3333333333333,4,4,100.0,L
2013020599,20132014,Devils,Martin Brodeur,3594,1,0,0,19,20,1,95.0,1,1,100.0,W
2012020623,20122013,Red Wings,Jimmy Howard,3583,0,0,0,22,22,0,100.0,2,2,100.0,W
2012020623,20122013,Predators,Pekka Rinne,3562,0,0,0,29,31,2,93.54838709677419,2,2,100.0,L
2013020968,20132014,Penguins,Jeff Zatkoff,3598,0,0,0,31,33,2,93.9393939393939,9,10,90.0,W
2013020968,20132014,Capitals,Jaroslav Halak,3519,0,0,0,17,20,3,85.0,3,4,75.0,L
2013020016,20132014,Islanders,Evgeni Nabokov,3900,0,0,0,26,29,3,89.65517241379308,0,0,,W
2013020016,20132014,Devils,Martin Brodeur,3900,0,0,0,23,26,3,88.46153846153851,3,3,100.0,L
2013020711,20132014,Predators,Carter Hutton,3893,0,0,0,27,30,3,90.0,4,5,80.0,W
2013020711,20132014,Flyers,Steve Mason,3881,0,0,0,34,37,3,91.8918918918919,4,6,66.6666666666667,L
2013020632,20132014,Hurricanes,Anton Khudobin,3600,0,0,0,38,40,2,95.0,6,7,85.71428571428571,W
2013020632,20132014,Islanders,Evgeni Nabokov,3416,0,0,0,27,30,3,90.0,2,2,100.0,L
2013020722,20132014,Ducks,Jonas Hiller,3558,0,0,0,31,34,3,91.1764705882353,4,4,100.0,L
2013020722,20132014,Blackhawks,Corey Crawford,3587,0,0,0,19,21,2,90.4761904761905,2,2,100.0,W
2013020453,20132014,Avalanche,Jean-Sebastien Giguere,3368,0,0,0,18,21,3,85.71428571428571,3,3,100.0,L
2013020453,20132014,Canucks,Roberto Luongo,3600,0,0,0,28,29,1,96.551724137931,0,0,,W
2013020757,20132014,Blackhawks,Corey Crawford,3900,0,0,0,27,31,4,87.09677419354841,5,5,100.0,L
2013020757,20132014,Red Wings,Jonas Gustavsson,3900,0,0,0,31,35,4,88.57142857142858,3,4,75.0,W
2012020376,20122013,Flames,Joey MacDonald,3560,0,0,0,19,21,2,90.4761904761905,1,2,50.0,L
2012020376,20122013,Kings,Jonathan Quick,3600,0,0,0,23,24,1,95.8333333333333,5,5,100.0,W
2012020090,20122013,Oilers,Devan Dubnyk,3832,0,0,0,27,28,1,96.42857142857142,0,1,0.0,W
2012020090,20122013,Coyotes,Chad Johnson,3767,0,0,0,19,21,2,90.4761904761905,2,3,66.6666666666667,L
2013021023,20132014,Canucks,Eddie Lack,3537,0,0,0,26,30,4,86.6666666666667,2,3,66.6666666666667,L
2013021023,20132014,Lightning,Ben Bishop,3600,0,0,0,25,28,3,89.2857142857143,3,4,75.0,W
2013020984,20132014,Maple Leafs,James Reimer,3600,0,0,0,42,48,6,87.5,6,6,100.0,L
2013020984,20132014,Sharks,Antti Niemi,3600,0,0,0,19,21,2,90.4761904761905,2,2,100.0,W
2013021047,20132014,Sabres,Matt Hackett,3600,0,0,0,35,36,1,97.2222222222222,14,15,93.3333333333333,W
2013021047,20132014,Oilers,Ben Scrivens,3455,0,0,2,33,36,3,91.6666666666667,6,7,85.71428571428571,L
2013020644,20132014,Blue Jackets,Sergei Bobrovsky,3900,0,0,0,40,43,3,93.0232558139535,8,10,80.0,W
2013020644,20132014,Rangers,Henrik Lundqvist,3870,0,0,0,36,39,3,92.30769230769229,5,5,100.0,L
2013021084,20132014,Senators,Robin Lehner,3900,0,0,0,39,41,2,95.1219512195122,2,2,100.0,L
2013021084,20132014,Panthers,Roberto Luongo,3897,0,0,0,37,39,2,94.8717948717949,3,4,75.0,W
2012020066,20122013,Penguins,Marc-Andre Fleury,3896,0,0,0,31,32,1,96.875,3,3,100.0,W
2012020066,20122013,Senators,Craig Anderson,3900,0,0,0,33,34,1,97.0588235294118,7,7,100.0,L
2013020895,20132014,Hurricanes,Anton Khudobin,3565,0,0,0,30,33,3,90.9090909090909,14,14,100.0,L
2013020895,20132014,Stars,Kari Lehtonen,3559,0,0,0,29,30,1,96.6666666666667,6,6,100.0,W
2013020799,20132014,Capitals,Braden Holtby,3660,0,0,0,23,27,4,85.1851851851852,1,2,50.0,W
2013020799,20132014,Sabres,Jhonas Enroth,3660,0,0,0,30,35,5,85.71428571428571,2,4,50.0,L
2012020054,20122013,Wild,Josh Harding,3441,0,0,0,22,27,5,81.48148148148151,3,5,60.0,L
2012020054,20122013,Red Wings,Jimmy Howard,3596,0,0,0,23,26,3,88.46153846153851,11,12,91.6666666666667,W
2013020278,20132014,Kings,Ben Scrivens,3600,0,0,0,23,25,2,92.0,6,6,100.0,W
2013020278,20132014,Islanders,Kevin Poulin,3534,0,0,0,21,24,3,87.5,4,5,80.0,L
2013021181,20132014,Senators,Craig Anderson,3600,0,0,0,45,46,1,97.8260869565217,5,5,100.0,W
2013021181,20132014,Islanders,Anders Nilsson,3512,0,0,0,28,31,3,90.32258064516131,4,5,80.0,L
2012020503,20122013,Ducks,Jonas Hiller,3600,0,0,0,25,26,1,96.1538461538462,2,3,66.6666666666667,W
2012020503,20122013,Blackhawks,Ray Emery,3514,0,0,0,22,24,2,91.6666666666667,3,3,100.0,L
2012020625,20122013,Devils,Martin Brodeur,3564,0,0,0,11,12,1,91.6666666666667,1,2,50.0,L
2012020625,20122013,Maple Leafs,James Reimer,3600,1,0,0,32,32,0,100.0,7,7,100.0,W
2012020342,20122013,Penguins,Marc-Andre Fleury,1200,0,0,0,14,18,4,77.7777777777778,6,8,75.0,
2012020342,20122013,Penguins,Tomas Vokoun,2400,0,0,0,14,14,0,100.0,3,3,100.0,W
2012020342,20122013,Flyers,Ilya Bryzgalov,2147,0,0,0,12,16,4,75.0,4,5,80.0,
2012020342,20122013,Flyers,Brian Boucher,1373,0,0,0,5,6,1,83.3333333333333,0,0,,L
2013020627,20132014,Sharks,Alex Stalock,1955,0,0,0,6,7,1,85.71428571428571,0,0,,L
2013020627,20132014,Sharks,Antti Niemi,1545,0,0,0,11,14,3,78.5714285714286,3,4,75.0,
2013020627,20132014,Avalanche,Semyon Varlamov,3600,0,0,0,30,33,3,90.9090909090909,6,7,85.71428571428571,W
2012020345,20122013,Canucks,Cory Schneider,3843,0,0,0,25,27,2,92.5925925925926,0,0,,L
2012020345,20122013,Blue Jackets,Sergei Bobrovsky,3843,0,0,0,34,35,1,97.1428571428571,0,0,,W
2012020357,20122013,Red Wings,Jonas Gustavsson,3600,0,0,0,21,24,3,87.5,2,3,66.6666666666667,L
2012020357,20122013,Blue Jackets,Sergei Bobrovsky,3585,0,0,0,30,30,0,100.0,5,5,100.0,W
2013020912,20132014,Flyers,Steve Mason,3739,0,0,0,25,29,4,86.20689655172409,8,8,100.0,W
2013020912,20132014,Capitals,Braden Holtby,3765,0,0,0,31,36,5,86.11111111111109,9,11,81.8181818181818,L
2012020689,20122013,Stars,Kari Lehtonen,3496,0,0,0,34,37,3,91.8918918918919,5,6,83.3333333333333,L
2012020689,20122013,Sharks,Antti Niemi,3600,0,0,0,24,26,2,92.30769230769229,3,4,75.0,W
2013020906,20132014,Jets,Ondrej Pavelec,3600,0,0,0,39,40,1,97.5,12,12,100.0,W
2013020906,20132014,Predators,Carter Hutton,3455,0,0,0,17,20,3,85.0,5,5,100.0,L
2012020485,20122013,Oilers,Nikolai Khabibulin,3600,0,0,0,43,43,0,100.0,7,7,100.0,W
2012020485,20122013,Blues,Jaroslav Halak,2083,0,0,0,12,12,0,100.0,0,0,,
2012020485,20122013,Blues,Jake Allen,1517,0,0,0,4,7,3,57.1428571428571,0,0,,L
2013020433,20132014,Sharks,Alex Stalock,3546,0,0,0,30,34,4,88.2352941176471,2,2,100.0,L
2013020433,20132014,Hurricanes,Cam Ward,3600,0,0,0,22,25,3,88.0,3,3,100.0,W
2012020550,20122013,Oilers,Nikolai Khabibulin,3572,0,0,0,24,28,4,85.71428571428571,1,2,50.0,L
2012020550,20122013,Canucks,Cory Schneider,3569,0,0,0,23,23,0,100.0,6,6,100.0,W
2013020802,20132014,Predators,Carter Hutton,3591,0,0,0,24,27,3,88.88888888888891,2,2,100.0,W
2013020802,20132014,Jets,Ondrej Pavelec,3519,0,0,0,21,25,4,84.0,5,6,83.3333333333333,L
2012020369,20122013,Islanders,Kevin Poulin,1196,0,0,0,10,11,1,90.9090909090909,4,4,100.0,
2012020369,20122013,Islanders,Evgeni Nabokov,2400,0,0,2,12,17,5,70.5882352941177,3,5,60.0,L
2012020369,20122013,Penguins,Tomas Vokoun,3587,0,0,0,23,24,1,95.8333333333333,4,4,100.0,W
2013020186,20132014,Red Wings,Jimmy Howard,3600,0,0,0,19,20,1,95.0,2,2,100.0,W
2013020186,20132014,Canucks,Roberto Luongo,3517,0,0,0,25,27,2,92.5925925925926,3,3,100.0,L
2012020295,20122013,Oilers,Devan Dubnyk,3600,0,0,0,33,34,1,97.0588235294118,6,6,100.0,W
